node_id,date,consumption_kwh,day_of_week,day_of_year
house_9,2026-01-15,16.74,3,15
house_9,2026-01-16,14.16,4,16
house_9,2026-01-17,12.53,5,17
house_9,2026-01-18,13.21,6,18
house_9,2026-01-19,15.16,0,19
house_9,2026-01-20,16.18,1,20
house_9,2026-01-21,14.36,2,21
house_9,2026-01-22,13.48,3,22
house_9,2026-01-23,12.02,4,23
house_9,2026-01-24,11.32,5,24
house_9,2026-01-25,12.18,6,25
house_9,2026-01-26,13.12,0,26
house_9,2026-01-27,15.68,1,27
house_9,2026-01-28,15.66,2,28
house_9,2026-01-29,14.86,3,29
house_9,2026-01-30,12.69,4,30
house_9,2026-01-31,12.18,5,31
house_9,2026-02-01,12.61,6,32
house_9,2026-02-02,14.89,0,33
house_9,2026-02-03,18.35,1,34
house_9,2026-02-04,17.56,2,35
house_9,2026-02-05,19.17,3,36
house_9,2026-02-06,15.86,4,37
house_9,2026-02-07,14.54,5,38
house_9,2026-02-08,14.21,6,39
house_9,2026-02-09,17.0,0,40
house_9,2026-02-10,17.67,1,41
house_9,2026-02-11,18.44,2,42
house_9,2026-02-12,18.82,3,43
house_9,2026-02-13,14.74,4,44
house_9,2026-02-14,14.19,5,45
house_9,2026-02-15,12.98,6,46
house_9,2026-02-16,14.88,0,47
house_9,2026-02-17,17.63,1,48
house_9,2026-02-18,16.06,2,49
house_9,2026-02-19,16.44,3,50
house_9,2026-02-20,13.58,4,51
house_9,2026-02-21,11.37,5,52
house_9,2026-02-22,12.61,6,53
house_9,2026-02-23,14.58,0,54
house_9,2026-02-24,16.1,1,55
house_9,2026-02-25,15.07,2,56
house_9,2026-02-26,14.7,3,57
house_9,2026-02-27,13.39,4,58
house_9,2026-02-28,12.61,5,59
house_9,2026-03-01,13.85,6,60
house_9,2026-03-02,15.55,0,61
house_9,2026-03-03,16.47,1,62
house_9,2026-03-04,18.44,2,63
house_9,2026-03-05,17.71,3,64
house_9,2026-03-06,16.02,4,65
house_9,2026-03-07,15.41,5,66
house_9,2026-03-08,15.79,6,67
house_9,2026-03-09,17.3,0,68
house_9,2026-03-10,18.63,1,69
house_9,2026-03-11,17.85,2,70
house_9,2026-03-12,18.08,3,71
house_9,2026-03-13,15.86,4,72
house_9,2026-03-14,14.52,5,73
house_9,2026-03-15,13.56,6,74
house_9,2026-03-16,15.14,0,75
house_9,2026-03-17,18.11,1,76
house_9,2026-03-18,17.44,2,77
house_9,2026-03-19,16.51,3,78
house_9,2026-03-20,13.9,4,79
house_9,2026-03-21,12.51,5,80
house_9,2026-03-22,13.42,6,81
house_9,2026-03-23,13.96,0,82
house_9,2026-03-24,16.07,1,83
house_9,2026-03-25,16.1,2,84
house_9,2026-03-26,15.01,3,85
house_9,2026-03-27,13.35,4,86
house_9,2026-03-28,12.75,5,87
house_9,2026-03-29,12.9,6,88
house_9,2026-03-30,16.15,0,89
house_9,2026-03-31,16.59,1,90
house_10,2026-01-01,10.03,3,1
house_10,2026-01-02,8.88,4,2
house_10,2026-01-03,9.2,5,3
house_10,2026-01-04,9.07,6,4
house_10,2026-01-05,10.74,0,5
house_10,2026-01-06,10.78,1,6
house_10,2026-01-07,11.98,2,7
house_10,2026-01-08,11.55,3,8
house_10,2026-01-09,9.94,4,9
house_10,2026-01-10,9.61,5,10
house_10,2026-01-11,9.06,6,11
house_10,2026-01-12,10.98,0,12
house_10,2026-01-13,12.38,1,13
house_10,2026-01-14,11.23,2,14
house_10,2026-01-15,10.24,3,15
house_10,2026-01-16,9.72,4,16
house_10,2026-01-17,8.82,5,17
house_10,2026-01-18,7.91,6,18
house_10,2026-01-19,8.91,0,19
house_10,2026-01-20,9.96,1,20
house_10,2026-01-21,9.62,2,21
house_10,2026-01-22,8.98,3,22
house_10,2026-01-23,7.67,4,23
house_10,2026-01-24,7.02,5,24
house_10,2026-01-25,7.69,6,25
house_10,2026-01-26,9.03,0,26
house_10,2026-01-27,10.89,1,27
house_10,2026-01-28,10.11,2,28
house_10,2026-01-29,10.47,3,29
house_10,2026-01-30,8.86,4,30
house_10,2026-01-31,8.37,5,31
house_10,2026-02-01,9.2,6,32
house_10,2026-02-02,9.66,0,33
house_10,2026-02-03,11.67,1,34
house_10,2026-02-04,12.0,2,35
house_10,2026-02-05,11.51,3,36
house_10,2026-02-06,10.27,4,37
house_10,2026-02-07,10.57,5,38
house_10,2026-02-08,9.39,6,39
house_10,2026-02-09,10.52,0,40
house_10,2026-02-10,11.52,1,41
house_10,2026-02-11,11.72,2,42
house_10,2026-02-12,10.77,3,43
house_10,2026-02-13,10.24,4,44
house_10,2026-02-14,9.4,5,45
house_10,2026-02-15,8.54,6,46
house_10,2026-02-16,9.35,0,47
house_10,2026-02-17,10.9,1,48
house_10,2026-02-18,10.53,2,49
house_10,2026-02-19,10.18,3,50
house_10,2026-02-20,8.63,4,51
house_10,2026-02-21,6.97,5,52
house_10,2026-02-22,8.67,6,53
house_10,2026-02-23,9.91,0,54
house_10,2026-02-24,9.93,1,55
house_10,2026-02-25,10.41,2,56
house_10,2026-02-26,10.08,3,57
house_10,2026-02-27,9.02,4,58
house_10,2026-02-28,8.59,5,59
house_10,2026-03-01,9.71,6,60
house_10,2026-03-02,9.99,0,61
house_10,2026-03-03,11.01,1,62
house_10,2026-03-04,11.21,2,63
house_10,2026-03-05,10.93,3,64
house_10,2026-03-06,10.18,4,65
house_10,2026-03-07,10.4,5,66
house_10,2026-03-08,9.67,6,67
house_10,2026-03-09,11.19,0,68
house_10,2026-03-10,12.2,1,69
house_10,2026-03-11,13.01,2,70
house_10,2026-03-12,12.81,3,71
house_10,2026-03-13,10.01,4,72
house_10,2026-03-14,9.12,5,73
house_10,2026-03-15,9.96,6,74
house_10,2026-03-16,10.73,0,75
house_10,2026-03-17,12.21,1,76
house_10,2026-03-18,11.69,2,77
house_10,2026-03-19,10.29,3,78
house_10,2026-03-20,9.35,4,79
house_10,2026-03-21,8.68,5,80
house_10,2026-03-22,8.71,6,81
house_10,2026-03-23,9.61,0,82
house_10,2026-03-24,10.96,1,83
house_10,2026-03-25,11.29,2,84
house_10,2026-03-26,10.67,3,85
house_10,2026-03-27,9.18,4,86
house_10,2026-03-28,8.14,5,87
house_10,2026-03-29,8.72,6,88
house_10,2026-03-30,10.52,0,89
house_10,2026-03-31,10.88,1,90
house_11,2026-01-01,14.15,3,1
house_11,2026-01-02,12.24,4,2
house_11,2026-01-03,11.73,5,3
house_11,2026-01-04,13.17,6,4
house_11,2026-01-05,14.21,0,5
house_11,2026-01-06,15.82,1,6
house_11,2026-01-07,15.4,2,7
house_11,2026-01-08,15.79,3,8
house_11,2026-01-09,14.04,4,9
house_11,2026-01-10,13.92,5,10
house_11,2026-01-11,12.59,6,11
house_11,2026-01-12,14.32,0,12
house_11,2026-01-13,15.68,1,13
house_11,2026-01-14,16.7,2,14
house_11,2026-01-15,14.3,3,15
house_11,2026-01-16,12.59,4,16
house_11,2026-01-17,11.49,5,17
house_11,2026-01-18,11.34,6,18
house_11,2026-01-19,12.24,0,19
house_11,2026-01-20,14.0,1,20
house_11,2026-01-21,14.8,2,21
house_11,2026-01-22,12.27,3,22
house_11,2026-01-23,11.29,4,23
house_11,2026-01-24,9.7,5,24
house_11,2026-01-25,11.38,6,25
house_11,2026-01-26,11.26,0,26
house_11,2026-01-27,13.6,1,27
house_11,2026-01-28,14.8,2,28
house_11,2026-01-29,14.77,3,29
house_11,2026-01-30,12.28,4,30
house_11,2026-01-31,11.18,5,31
house_11,2026-02-01,13.43,6,32
house_11,2026-02-02,13.07,0,33
house_11,2026-02-03,14.36,1,34
house_11,2026-02-04,16.67,2,35
house_11,2026-02-05,15.17,3,36
house_11,2026-02-06,13.26,4,37
house_11,2026-02-07,13.4,5,38
house_11,2026-02-08,13.48,6,39
house_11,2026-02-09,14.44,0,40
house_11,2026-02-10,15.41,1,41
house_11,2026-02-11,17.05,2,42
house_11,2026-02-12,15.65,3,43
house_11,2026-02-13,13.24,4,44
house_11,2026-02-14,13.2,5,45
house_11,2026-02-15,11.42,6,46
house_11,2026-02-16,12.39,0,47
house_11,2026-02-17,14.22,1,48
house_11,2026-02-18,14.8,2,49
house_11,2026-02-19,13.74,3,50
house_11,2026-02-20,11.58,4,51
house_11,2026-02-21,10.81,5,52
house_11,2026-02-22,10.09,6,53
house_11,2026-02-23,13.4,0,54
house_11,2026-02-24,14.0,1,55
house_11,2026-02-25,15.29,2,56
house_11,2026-02-26,13.9,3,57
house_11,2026-02-27,12.49,4,58
house_11,2026-02-28,11.75,5,59
house_11,2026-03-01,12.32,6,60
house_11,2026-03-02,14.27,0,61
house_11,2026-03-03,16.53,1,62
house_11,2026-03-04,16.44,2,63
house_11,2026-03-05,15.97,3,64
house_11,2026-03-06,13.96,4,65
house_11,2026-03-07,14.07,5,66
house_11,2026-03-08,13.19,6,67
house_11,2026-03-09,16.41,0,68
house_11,2026-03-10,16.75,1,69
house_11,2026-03-11,16.18,2,70
house_11,2026-03-12,16.04,3,71
house_11,2026-03-13,13.66,4,72
house_11,2026-03-14,13.41,5,73
house_11,2026-03-15,12.59,6,74
house_11,2026-03-16,14.01,0,75
house_11,2026-03-17,14.34,1,76
house_11,2026-03-18,15.4,2,77
house_11,2026-03-19,12.8,3,78
house_11,2026-03-20,11.43,4,79
house_11,2026-03-21,11.71,5,80
house_11,2026-03-22,11.96,6,81
house_11,2026-03-23,13.16,0,82
house_11,2026-03-24,13.73,1,83
house_11,2026-03-25,14.73,2,84
house_11,2026-03-26,13.76,3,85
house_11,2026-03-27,11.43,4,86
house_11,2026-03-28,12.29,5,87
house_11,2026-03-29,12.47,6,88
house_11,2026-03-30,13.54,0,89
house_11,2026-03-31,15.5,1,90
house_12,2026-01-01,14.16,3,1
house_12,2026-01-02,11.25,4,2
house_12,2026-01-03,11.64,5,3
house_12,2026-01-04,11.99,6,4
house_12,2026-01-05,13.54,0,5
house_12,2026-01-06,15.73,1,6
house_12,2026-01-07,17.61,2,7
house_12,2026-01-08,15.85,3,8
house_12,2026-01-09,13.35,4,9
house_12,2026-01-10,12.99,5,10
house_12,2026-01-11,13.81,6,11
house_12,2026-01-12,14.9,0,12
house_12,2026-01-13,15.68,1,13
house_12,2026-01-14,15.37,2,14
house_12,2026-01-15,14.94,3,15
house_12,2026-01-16,12.77,4,16
house_12,2026-01-17,11.77,5,17
house_12,2026-01-18,11.73,6,18
house_12,2026-01-19,13.32,0,19
house_12,2026-01-20,13.63,1,20
house_12,2026-01-21,15.08,2,21
house_12,2026-01-22,13.18,3,22
house_12,2026-01-23,12.66,4,23
house_12,2026-01-24,9.78,5,24
house_12,2026-01-25,11.83,6,25
house_12,2026-01-26,12.48,0,26
house_12,2026-01-27,13.64,1,27
house_12,2026-01-28,14.35,2,28
house_12,2026-01-29,13.64,3,29
house_12,2026-01-30,12.7,4,30
house_12,2026-01-31,11.98,5,31
house_12,2026-02-01,11.93,6,32
house_12,2026-02-02,14.11,0,33
house_12,2026-02-03,17.33,1,34
house_12,2026-02-04,17.65,2,35
house_12,2026-02-05,15.91,3,36
house_12,2026-02-06,14.06,4,37
house_12,2026-02-07,13.12,5,38
house_12,2026-02-08,13.84,6,39
house_12,2026-02-09,14.26,0,40
house_12,2026-02-10,16.21,1,41
house_12,2026-02-11,15.51,2,42
house_12,2026-02-12,15.61,3,43
house_12,2026-02-13,13.84,4,44
house_12,2026-02-14,11.78,5,45
house_12,2026-02-15,13.25,6,46
house_12,2026-02-16,12.69,0,47
house_12,2026-02-17,13.83,1,48
house_12,2026-02-18,15.1,2,49
house_12,2026-02-19,14.38,3,50
house_12,2026-02-20,12.94,4,51
house_12,2026-02-21,10.36,5,52
house_12,2026-02-22,11.71,6,53
house_12,2026-02-23,12.53,0,54
house_12,2026-02-24,14.05,1,55
house_12,2026-02-25,15.26,2,56
house_12,2026-02-26,14.21,3,57
house_12,2026-02-27,11.25,4,58
house_12,2026-02-28,12.44,5,59
house_12,2026-03-01,13.03,6,60
house_12,2026-03-02,13.54,0,61
house_12,2026-03-03,16.05,1,62
house_12,2026-03-04,16.77,2,63
house_12,2026-03-05,15.8,3,64
house_12,2026-03-06,13.77,4,65
house_12,2026-03-07,12.79,5,66
house_12,2026-03-08,13.73,6,67
house_12,2026-03-09,16.13,0,68
house_12,2026-03-10,17.27,1,69
house_12,2026-03-11,17.01,2,70
house_12,2026-03-12,16.59,3,71
house_12,2026-03-13,12.35,4,72
house_12,2026-03-14,13.72,5,73
house_12,2026-03-15,11.97,6,74
house_12,2026-03-16,14.17,0,75
house_12,2026-03-17,14.96,1,76
house_12,2026-03-18,14.97,2,77
house_12,2026-03-19,15.26,3,78
house_12,2026-03-20,12.25,4,79
house_12,2026-03-21,11.53,5,80
house_12,2026-03-22,11.5,6,81
house_12,2026-03-23,13.29,0,82
house_12,2026-03-24,14.53,1,83
house_12,2026-03-25,14.03,2,84
house_12,2026-03-26,14.53,3,85
house_12,2026-03-27,11.96,4,86
house_12,2026-03-28,10.37,5,87
house_12,2026-03-29,11.71,6,88
house_12,2026-03-30,14.78,0,89
house_12,2026-03-31,16.17,1,90
mosque_1,2026-01-01,36.67,3,1
mosque_1,2026-01-02,32.87,4,2
mosque_1,2026-01-03,30.81,5,3
mosque_1,2026-01-04,36.69,6,4
mosque_1,2026-01-05,38.41,0,5
mosque_1,2026-01-06,43.06,1,6
mosque_1,2026-01-07,45.46,2,7
mosque_1,2026-01-08,41.42,3,8
mosque_1,2026-01-09,36.03,4,9
mosque_1,2026-01-10,33.18,5,10
mosque_1,2026-01-11,34.15,6,11
mosque_1,2026-01-12,37.92,0,12
mosque_1,2026-01-13,42.86,1,13
mosque_1,2026-01-14,42.09,2,14
mosque_1,2026-01-15,39.78,3,15
mosque_1,2026-01-16,33.11,4,16
mosque_1,2026-01-17,29.85,5,17
mosque_1,2026-01-18,26.57,6,18
mosque_1,2026-01-19,35.18,0,19
mosque_1,2026-01-20,37.77,1,20
mosque_1,2026-01-21,39.53,2,21
mosque_1,2026-01-22,29.62,3,22
mosque_1,2026-01-23,33.67,4,23
mosque_1,2026-01-24,26.96,5,24
mosque_1,2026-01-25,30.35,6,25
mosque_1,2026-01-26,31.02,0,26
mosque_1,2026-01-27,38.49,1,27
mosque_1,2026-01-28,37.16,2,28
mosque_1,2026-01-29,35.74,3,29
mosque_1,2026-01-30,36.36,4,30
mosque_1,2026-01-31,30.6,5,31
mosque_1,2026-02-01,33.09,6,32
mosque_1,2026-02-02,39.07,0,33
mosque_1,2026-02-03,43.18,1,34
mosque_1,2026-02-04,44.17,2,35
mosque_1,2026-02-05,42.17,3,36
mosque_1,2026-02-06,41.52,4,37
mosque_1,2026-02-07,34.56,5,38
mosque_1,2026-02-08,36.06,6,39
mosque_1,2026-02-09,41.53,0,40
mosque_1,2026-02-10,45.47,1,41
mosque_1,2026-02-11,46.23,2,42
mosque_1,2026-02-12,41.92,3,43
mosque_1,2026-02-13,33.65,4,44
mosque_1,2026-02-14,35.01,5,45
mosque_1,2026-02-15,30.46,6,46
mosque_1,2026-02-16,36.41,0,47
mosque_1,2026-02-17,38.01,1,48
mosque_1,2026-02-18,39.63,2,49
mosque_1,2026-02-19,36.97,3,50
mosque_1,2026-02-20,32.0,4,51
mosque_1,2026-02-21,29.08,5,52
mosque_1,2026-02-22,32.06,6,53
mosque_1,2026-02-23,34.17,0,54
mosque_1,2026-02-24,37.24,1,55
mosque_1,2026-02-25,40.7,2,56
mosque_1,2026-02-26,38.72,3,57
mosque_1,2026-02-27,30.51,4,58
mosque_1,2026-02-28,31.53,5,59
mosque_1,2026-03-01,33.46,6,60
mosque_1,2026-03-02,36.58,0,61
mosque_1,2026-03-03,44.37,1,62
mosque_1,2026-03-04,43.45,2,63
mosque_1,2026-03-05,41.76,3,64
mosque_1,2026-03-06,37.26,4,65
mosque_1,2026-03-07,35.21,5,66
mosque_1,2026-03-08,34.62,6,67
mosque_1,2026-03-09,38.31,0,68
mosque_1,2026-03-10,47.76,1,69
mosque_1,2026-03-11,44.38,2,70
mosque_1,2026-03-12,41.02,3,71
mosque_1,2026-03-13,34.04,4,72
mosque_1,2026-03-14,33.34,5,73
mosque_1,2026-03-15,32.56,6,74
mosque_1,2026-03-16,41.19,0,75
mosque_1,2026-03-17,43.5,1,76
mosque_1,2026-03-18,40.85,2,77
mosque_1,2026-03-19,42.49,3,78
mosque_1,2026-03-20,35.11,4,79
mosque_1,2026-03-21,29.48,5,80
mosque_1,2026-03-22,26.29,6,81
mosque_1,2026-03-23,38.52,0,82
mosque_1,2026-03-24,36.06,1,83
mosque_1,2026-03-25,36.66,2,84
mosque_1,2026-03-26,38.68,3,85
mosque_1,2026-03-27,36.94,4,86
mosque_1,2026-03-28,32.71,5,87
mosque_1,2026-03-29,32.87,6,88
mosque_1,2026-03-30,37.7,0,89
mosque_1,2026-03-31,42.99,1,90
school_1,2026-01-01,60.67,3,1
school_1,2026-01-02,53.39,4,2
school_1,2026-01-03,49.59,5,3
school_1,2026-01-04,51.78,6,4
school_1,2026-01-05,57.23,0,5
school_1,2026-01-06,65.72,1,6
school_1,2026-01-07,63.95,2,7
school_1,2026-01-08,64.16,3,8
school_1,2026-01-09,54.61,4,9
school_1,2026-01-10,49.65,5,10
school_1,2026-01-11,54.36,6,11
school_1,2026-01-12,63.52,0,12
school_1,2026-01-13,67.87,1,13
school_1,2026-01-14,61.68,2,14
school_1,2026-01-15,57.77,3,15
school_1,2026-01-16,54.83,4,16
school_1,2026-01-17,43.99,5,17
school_1,2026-01-18,46.63,6,18
school_1,2026-01-19,54.27,0,19
school_1,2026-01-20,55.74,1,20
school_1,2026-01-21,59.67,2,21
school_1,2026-01-22,50.84,3,22
school_1,2026-01-23,45.51,4,23
school_1,2026-01-24,43.63,5,24
school_1,2026-01-25,40.26,6,25
school_1,2026-01-26,52.82,0,26
school_1,2026-01-27,58.74,1,27
school_1,2026-01-28,62.81,2,28
school_1,2026-01-29,58.5,3,29
school_1,2026-01-30,55.62,4,30
school_1,2026-01-31,48.95,5,31
school_1,2026-02-01,50.22,6,32
school_1,2026-02-02,59.33,0,33
school_1,2026-02-03,67.99,1,34
school_1,2026-02-04,69.13,2,35
school_1,2026-02-05,65.38,3,36
school_1,2026-02-06,56.7,4,37
school_1,2026-02-07,52.64,5,38
school_1,2026-02-08,52.25,6,39
school_1,2026-02-09,67.19,0,40
school_1,2026-02-10,64.99,1,41
school_1,2026-02-11,67.48,2,42
school_1,2026-02-12,62.15,3,43
school_1,2026-02-13,58.48,4,44
school_1,2026-02-14,49.71,5,45
school_1,2026-02-15,54.46,6,46
school_1,2026-02-16,54.53,0,47
school_1,2026-02-17,62.57,1,48
school_1,2026-02-18,60.15,2,49
school_1,2026-02-19,63.09,3,50
school_1,2026-02-20,46.14,4,51
school_1,2026-02-21,45.38,5,52
school_1,2026-02-22,47.68,6,53
school_1,2026-02-23,53.58,0,54
school_1,2026-02-24,58.68,1,55
school_1,2026-02-25,60.95,2,56
school_1,2026-02-26,57.69,3,57
school_1,2026-02-27,50.92,4,58
school_1,2026-02-28,50.56,5,59
school_1,2026-03-01,56.73,6,60
school_1,2026-03-02,56.77,0,61
school_1,2026-03-03,62.18,1,62
school_1,2026-03-04,68.45,2,63
school_1,2026-03-05,72.37,3,64
school_1,2026-03-06,56.82,4,65
school_1,2026-03-07,59.8,5,66
school_1,2026-03-08,62.02,6,67
school_1,2026-03-09,62.63,0,68
school_1,2026-03-10,72.22,1,69
school_1,2026-03-11,76.55,2,70
school_1,2026-03-12,66.15,3,71
school_1,2026-03-13,58.85,4,72
school_1,2026-03-14,52.55,5,73
school_1,2026-03-15,52.01,6,74
school_1,2026-03-16,58.43,0,75
school_1,2026-03-17,62.21,1,76
school_1,2026-03-18,66.17,2,77
school_1,2026-03-19,58.46,3,78
school_1,2026-03-20,53.12,4,79
school_1,2026-03-21,42.94,5,80
school_1,2026-03-22,49.1,6,81
school_1,2026-03-23,56.52,0,82
school_1,2026-03-24,55.01,1,83
school_1,2026-03-25,63.17,2,84
school_1,2026-03-26,61.34,3,85
school_1,2026-03-27,48.01,4,86
school_1,2026-03-28,52.2,5,87
school_1,2026-03-29,51.25,6,88
school_1,2026-03-30,55.66,0,89
school_1,2026-03-31,65.05,1,90
library_1,2026-01-01,30.6,3,1
library_1,2026-01-02,26.89,4,2
library_1,2026-01-03,25.85,5,3
library_1,2026-01-04,25.16,6,4
library_1,2026-01-05,30.43,0,5
library_1,2026-01-06,31.87,1,6
library_1,2026-01-07,34.77,2,7
library_1,2026-01-08,31.54,3,8
library_1,2026-01-09,28.16,4,9
library_1,2026-01-10,28.55,5,10
library_1,2026-01-11,28.95,6,11
library_1,2026-01-12,31.24,0,12
library_1,2026-01-13,31.74,1,13
library_1,2026-01-14,33.15,2,14
library_1,2026-01-15,32.49,3,15
library_1,2026-01-16,26.8,4,16
library_1,2026-01-17,27.02,5,17
library_1,2026-01-18,24.6,6,18
library_1,2026-01-19,27.13,0,19
library_1,2026-01-20,29.3,1,20
library_1,2026-01-21,30.42,2,21
library_1,2026-01-22,27.53,3,22
library_1,2026-01-23,25.0,4,23
library_1,2026-01-24,23.1,5,24
library_1,2026-01-25,21.62,6,25
library_1,2026-01-26,24.41,0,26
library_1,2026-01-27,27.36,1,27
library_1,2026-01-28,31.92,2,28
library_1,2026-01-29,27.92,3,29
library_1,2026-01-30,23.39,4,30
library_1,2026-01-31,25.29,5,31
library_1,2026-02-01,29.66,6,32
library_1,2026-02-02,30.03,0,33
library_1,2026-02-03,35.03,1,34
library_1,2026-02-04,35.24,2,35
library_1,2026-02-05,33.09,3,36
library_1,2026-02-06,31.14,4,37
library_1,2026-02-07,27.32,5,38
library_1,2026-02-08,28.94,6,39
library_1,2026-02-09,32.21,0,40
library_1,2026-02-10,33.89,1,41
library_1,2026-02-11,36.71,2,42
library_1,2026-02-12,32.4,3,43
library_1,2026-02-13,27.46,4,44
library_1,2026-02-14,26.47,5,45
library_1,2026-02-15,24.72,6,46
library_1,2026-02-16,28.75,0,47
library_1,2026-02-17,31.45,1,48
library_1,2026-02-18,33.31,2,49
library_1,2026-02-19,29.78,3,50
library_1,2026-02-20,25.12,4,51
library_1,2026-02-21,23.82,5,52
library_1,2026-02-22,25.33,6,53
library_1,2026-02-23,27.48,0,54
library_1,2026-02-24,30.15,1,55
library_1,2026-02-25,29.37,2,56
library_1,2026-02-26,27.82,3,57
library_1,2026-02-27,25.7,4,58
library_1,2026-02-28,23.54,5,59
library_1,2026-03-01,25.52,6,60
library_1,2026-03-02,29.76,0,61
library_1,2026-03-03,34.32,1,62
library_1,2026-03-04,34.87,2,63
library_1,2026-03-05,33.91,3,64
library_1,2026-03-06,30.14,4,65
library_1,2026-03-07,25.38,5,66
library_1,2026-03-08,27.91,6,67
library_1,2026-03-09,32.46,0,68
library_1,2026-03-10,34.28,1,69
library_1,2026-03-11,37.53,2,70
library_1,2026-03-12,36.35,3,71
library_1,2026-03-13,31.95,4,72
library_1,2026-03-14,27.27,5,73
library_1,2026-03-15,29.99,6,74
library_1,2026-03-16,30.86,0,75
library_1,2026-03-17,32.91,1,76
library_1,2026-03-18,32.78,2,77
library_1,2026-03-19,30.42,3,78
library_1,2026-03-20,26.17,4,79
library_1,2026-03-21,24.28,5,80
library_1,2026-03-22,24.76,6,81
library_1,2026-03-23,27.61,0,82
library_1,2026-03-24,31.41,1,83
library_1,2026-03-25,33.3,2,84
library_1,2026-03-26,30.84,3,85
library_1,2026-03-27,24.05,4,86
library_1,2026-03-28,20.66,5,87
library_1,2026-03-29,26.81,6,88
library_1,2026-03-30,27.41,0,89
library_1,2026-03-31,32.88,1,90
